,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361
bonsly ,,,block,bodyslam,brickbreak,bulldoze,calmmind,,,copycat,counter,,curse,defensecurl,dig,doubleedge,,earthpower,earthquake,endure,,facade,faketears,,flail,foulplay,,grassknot,harden,headbutt,helpinghand,,lowkick,mimic,mudshot,mudslap,,,powergem,protect,,rest,,rockblast,rockpolish,rockslide,rockthrow,rocktomb,,rollout,,sandstorm,,,,,sleeptalk,,,spikes,stealthrock,stompingtantrum,stoneedge,substitute,suckerpunch,sunnyday,,takedown,tearfullook,terablast,thief,,trailblaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sudowoodo ,,,block,bodypress,bodyslam,brickbreak,bulldoze,calmmind,,,copycat,counter,,,,dig,doubleedge,,drainpunch,,earthpower,earthquake,endure,,facade,faketears,,firepunch,flail,fling,,foulplay,,gigaimpact,grassknot,hammerarm,,,headsmash,helpinghand,,hyperbeam,icepunch,irondefense,lowkick,lowsweep,,,,mimic,mudshot,mudslap,,,powergem,,protect,,rest,,rockblast,,rockslide,,rockthrow,rocktomb,,,,sandstorm,,,,,slam,sleeptalk,,,spikes,stealthrock,stompingtantrum,stoneedge,,substitute,suckerpunch,sunnyday,,takedown,taunt,tearfullook,terablast,thief,thunderpunch,,,trailblaze,,woodhammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoppip ,absorb,acrobatics,aerialace,,,,batonpass,bounce,bulletseed,,charm,,,cottonguard,cottonspore,,dazzlinggleam,,,,encore,endure,energyball,facade,fairywind,,fling,,gigadrain,grassknot,grassyterrain,,,helpinghand,,,leafstorm,leechseed,lightscreen,magicalleaf,megadrain,memento,,,,poisonpowder,pollenpuff,protect,,ragepowder,raindance,reflect,rest,,,,seedbomb,,sleeppowder,sleeptalk,,solarbeam,splash,strengthsap,stunspore,substitute,sunnyday,,,switcheroo,swordsdance,synthesis,tackle,tailwhip,tailwind,takedown,terablast,thief,,trailblaze,uturn,worryseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skiploom ,absorb,acrobatics,aerialace,,batonpass,bounce,bulletseed,,charm,,cottonspore,,dazzlinggleam,,,,encore,endure,energyball,facade,fairywind,,fling,,gigadrain,grassknot,grassyterrain,,helpinghand,,,leafstorm,leechseed,lightscreen,magicalleaf,megadrain,memento,,,poisonpowder,pollenpuff,protect,,,reflect,rest,,,,seedbomb,,sleeppowder,sleeptalk,,solarbeam,splash,stunspore,substitute,sunnyday,,,swordsdance,synthesis,tackle,tailwhip,tailwind,takedown,terablast,thief,,trailblaze,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jumpluff ,absorb,acrobatics,aerialace,,batonpass,bounce,bulletseed,,charm,,cottonspore,,dazzlinggleam,,,,encore,endure,energyball,facade,fairywind,,,fling,,gigadrain,gigaimpact,grassknot,grassyterrain,,helpinghand,,hyperbeam,,leafstorm,leechseed,lightscreen,magicalleaf,megadrain,memento,,,poisonpowder,pollenpuff,protect,,,raindance,reflect,rest,,,,seedbomb,,sleeppowder,sleeptalk,,solarbeam,splash,stunspore,substitute,sunnyday,,,swordsdance,synthesis,tackle,tailwhip,tailwind,takedown,terablast,thief,,trailblaze,uturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunkern ,absorb,,,,bulletseed,,,curse,,doubleedge,,earthpower,encore,endeavor,endure,energyball,facade,,,gigadrain,grassknot,,grassyterrain,growth,helpinghand,,ingrain,leafstorm,leechseed,lightscreen,magicalleaf,megadrain,,morningsun,,,protect,raindance,razorleaf,rest,,,,,seedbomb,sleeptalk,,,solarbeam,substitute,sunnyday,,,,synthesis,tackle,takedown,terablast,,trailblaze,,worryseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunflora ,absorb,,,bulletseed,,,,,dazzlinggleam,doubleedge,,earthpower,encore,,endure,energyball,facade,,,,gigadrain,gigaimpact,grassknot,,grassyterrain,growth,helpinghand,,hyperbeam,ingrain,leafstorm,leechseed,lightscreen,magicalleaf,megadrain,,,,petalblizzard,petaldance,pound,protect,raindance,razorleaf,rest,,,,,seedbomb,sleeptalk,sludgebomb,,solarbeam,substitute,sunnyday,,,swordsdance,,tackle,takedown,terablast,,trailblaze,,worryseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wooper ,acidspray,afteryou,amnesia,ancientpower,aquatail,,avalanche,blizzard,bodyslam,bulldoze,,chillingwater,,counter,curse,,dig,,,doublekick,,,earthpower,earthquake,,encore,endure,facade,,,,,haze,,helpinghand,,hydropump,icebeam,,icywind,,,liquidation,,mist,,muddywater,mudshot,mudslap,,,,protect,raindance,recover,rest,,rockslide,,rocktomb,,,,sandstorm,,,slam,sleeptalk,sludgebomb,,,snowscape,spikes,spitup,stealthrock,stockpile,stompingtantrum,stoneedge,substitute,surf,,swallow,tailwhip,takedown,terablast,toxic,trailblaze,waterfall,watergun,waterpulse,,yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wooperpaldea ,acidspray,afteryou,amnesia,ancientpower,bodypress,bodyslam,bulldoze,chillingwater,counter,curse,dig,doublekick,earthpower,earthquake,endure,facade,gunkshot,haze,helpinghand,hydropump,liquidation,lowkick,mist,mudshot,mudslap,poisonjab,poisontail,protect,raindance,recover,rest,rockslide,rocktomb,sandstorm,slam,sleeptalk,sludgebomb,sludgewave,spikes,spitup,stealthrock,stockpile,stompingtantrum,stoneedge,substitute,surf,swallow,tackle,tailwhip,takedown,terablast,toxic,toxicspikes,trailblaze,venoshock,waterfall,waterpulse,yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quagsire ,acidspray,,amnesia,,aquatail,,avalanche,blizzard,bodypress,bodyslam,brickbreak,bulldoze,,chillingwater,,,,,dig,,,,drainpunch,,earthpower,earthquake,eerieimpulse,encore,endure,facade,,fling,focusblast,,,gigaimpact,,,haze,,helpinghand,,,hydropump,hyperbeam,icebeam,icepunch,icywind,,,liquidation,,,,mist,,muddywater,mudshot,mudslap,,,,protect,raindance,rest,,rockslide,,rocktomb,,,,sandstorm,,,,slam,sleeptalk,sludgebomb,,,snowscape,spikes,stealthrock,stompingtantrum,stoneedge,,substitute,surf,,tailwhip,takedown,terablast,thief,toxic,toxicspikes,trailblaze,waterfall,watergun,waterpulse,,yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clodsire ,acidspray,amnesia,bodypress,bodyslam,bulldoze,chillingwater,dig,earthpower,earthquake,endure,facade,gigaimpact,gunkshot,heavyslam,helpinghand,hydropump,hyperbeam,ironhead,liquidation,lowkick,megahorn,mudshot,mudslap,poisonjab,poisonsting,poisontail,protect,raindance,rest,rockslide,rocktomb,sandstorm,slam,sleeptalk,sludgebomb,sludgewave,spikes,stealthrock,stompingtantrum,stoneedge,substitute,surf,tailwhip,takedown,terablast,toxic,toxicspikes,trailblaze,venoshock,waterfall,waterpulse,yawn,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
murkrow ,acrobatics,aerialace,aircutter,airslash,assurance,astonish,,bravebird,calmmind,,,confuseray,,darkpulse,,,,,,drillpeck,,endure,facade,featherdance,,flatter,fly,foulplay,,gigaimpact,gust,haze,heatwave,hex,,hurricane,hyperbeam,icywind,meanlook,,,mudslap,nastyplot,,,nightshade,,,peck,perishsong,,protect,psychic,,,,quash,,raindance,rest,,,,,scaryface,screech,,shadowball,skyattack,sleeptalk,snarl,,,,,substitute,suckerpunch,sunnyday,,,tailwind,takedown,taunt,terablast,thief,thunderwave,torment,,,,uturn,whirlwind,wingattack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honchkrow ,acrobatics,aerialace,aircutter,airslash,astonish,,bravebird,calmmind,,chillingwater,comeuppance,,confuseray,darkpulse,,,,,endure,facade,fly,foulplay,,gigaimpact,haze,heatwave,helpinghand,hex,,hurricane,hyperbeam,icywind,,mudslap,nastyplot,,nightshade,nightslash,,,,protect,psychic,,,quash,raindance,rest,,,,,scaryface,,shadowball,,sleeptalk,snarl,,,,,substitute,suckerpunch,sunnyday,,swagger,,tailwind,takedown,taunt,terablast,thief,thunderwave,,,,,uturn,wingattack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misdreavus ,,,astonish,,calmmind,,chargebeam,charm,,confuseray,confusion,curse,darkpulse,dazzlinggleam,,destinybond,,,drainingkiss,,,,endure,energyball,facade,faketears,,foulplay,,gigaimpact,grassknot,growl,,,,helpinghand,hex,,hyperbeam,hypervoice,icywind,imprison,,magicalleaf,,,meanlook,,memento,,nastyplot,,,nightshade,,painsplit,payback,perishsong,phantomforce,powergem,protect,psybeam,psychic,,psyshock,,raindance,rest,,,scaryface,screech,,shadowball,shadowsneak,,skillswap,sleeptalk,,,snowscape,spite,storedpower,substitute,suckerpunch,sunnyday,,swift,taunt,,terablast,thief,thunder,thunderbolt,thunderwave,,,trick,trickroom,,willowisp,wonderroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mismagius ,,,astonish,,calmmind,,chargebeam,charm,,confuseray,darkpulse,dazzlinggleam,,drainingkiss,,,,endure,energyball,facade,faketears,,foulplay,,gigaimpact,grassknot,growl,,,helpinghand,hex,,hyperbeam,hypervoice,icywind,imprison,,,magicalleaf,,,mysticalfire,nastyplot,,nightshade,,,,phantomforce,powergem,protect,psybeam,psychic,,psyshock,,raindance,rest,,,scaryface,,shadowball,,skillswap,sleeptalk,,,snowscape,spite,storedpower,substitute,,sunnyday,,swift,taunt,,terablast,thief,thunder,thunderbolt,thunderwave,,,trick,trickroom,,willowisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
girafarig ,agility,allyswitch,amnesia,assurance,astonish,,batonpass,beatup,bodyslam,bulldoze,calmmind,,chargebeam,,confuseray,confusion,crunch,,dazzlinggleam,,doublehit,doublekick,,,earthquake,,endure,energyball,facade,,,foulplay,,futuresight,gigaimpact,grassknot,,growl,guardswap,,helpinghand,,hyperbeam,hypervoice,imprison,,lightscreen,lowkick,,meanlook,,mirrorcoat,,nastyplot,,,,powerswap,protect,psybeam,psychic,psychicfangs,psychicterrain,,psyshock,raindance,,,reflect,rest,,,,,,shadowball,,,skillswap,sleeptalk,,stomp,stompingtantrum,storedpower,,substitute,,sunnyday,,swift,tackle,takedown,,terablast,thief,thunder,thunderbolt,thunderwave,,trailblaze,trick,trickroom,twinbeam,uproar,wish,,,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pineco ,,,bodyslam,bugbite,bugbuzz,bulldoze,,,counter,curse,,dig,doubleedge,,drillrun,,endure,explosion,facade,flail,,gigadrain,,gyroball,,helpinghand,,icespinner,irondefense,lightscreen,,,,payback,pinmissile,poisonjab,pounce,powertrick,protect,raindance,rapidspin,reflect,,rest,,,reversal,rockblast,rockslide,,rocktomb,rollout,,sandstorm,sandtomb,,seedbomb,selfdestruct,sleeptalk,,solarbeam,spikes,stealthrock,,,strugglebug,substitute,sunnyday,,,swift,tackle,takedown,terablast,,toxicspikes,venoshock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forretress ,,,,,,bodypress,bodyslam,bugbite,bugbuzz,bulldoze,,,,curse,,dig,doubleedge,,drillrun,earthpower,earthquake,endure,explosion,facade,flashcannon,,gigadrain,gigaimpact,,gyroball,,heavyslam,helpinghand,,hyperbeam,icespinner,irondefense,ironhead,,lightscreen,magnetrise,,,,,payback,poisonjab,pounce,protect,raindance,rapidspin,reflect,rest,,reversal,rockblast,,rockslide,,rocktomb,rollout,,sandstorm,,seedbomb,selfdestruct,,sleeptalk,smartstrike,,solarbeam,spikes,stealthrock,steelbeam,stoneedge,,,strugglebug,substitute,sunnyday,,,swift,tackle,takedown,,terablast,thunderwave,,toxicspikes,venoshock,voltswitch,zapcannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dunsparce ,agility,airslash,amnesia,ancientpower,aquatail,astonish,,batonpass,,,bite,blizzard,bodyslam,bulldoze,calmmind,,,chillingwater,coil,,,curse,defensecurl,dig,doubleedge,,dragonrush,,drillrun,,earthpower,earthquake,endeavor,endure,facade,fireblast,flail,flamethrower,,gigaimpact,glare,,headbutt,helpinghand,hex,,hyperbeam,hyperdrill,hypervoice,icebeam,icespinner,,,lastresort,,,mudshot,mudslap,,,,poisonjab,poisontail,pounce,protect,,,,raindance,rest,,,rockslide,,rocktomb,rollout,roost,,sandstorm,,scaryface,screech,,shadowball,,,sleeptalk,smartstrike,,solarbeam,,stealthrock,stompingtantrum,stoneedge,storedpower,,substitute,sunnyday,,takedown,terablast,,thief,thunder,thunderbolt,,,,,wildcharge,yawn,,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dudunsparce ,agility,airslash,amnesia,ancientpower,batonpass,blizzard,bodypress,bodyslam,boomburst,bulldoze,calmmind,chillingwater,coil,defensecurl,dig,doubleedge,dragonrush,dragontail,drillrun,earthpower,earthquake,endeavor,endure,facade,fireblast,flail,flamethrower,gigaimpact,glare,heavyslam,helpinghand,hex,hurricane,hyperbeam,hyperdrill,hypervoice,icebeam,icespinner,mudshot,mudslap,outrage,poisonjab,poisontail,pounce,protect,raindance,rest,rockslide,rocktomb,rollout,roost,sandstorm,scaryface,screech,shadowball,sleeptalk,smartstrike,solarbeam,stealthrock,stompingtantrum,stoneedge,storedpower,substitute,sunnyday,tailwind,takedown,terablast,thief,thunder,thunderbolt,wildcharge,yawn,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwilfish ,acidspray,acupressure,agility,aquajet,aquatail,,astonish,,barbbarrage,blizzard,,brine,,bubblebeam,,chillingwater,,crunch,,,destinybond,,,,endure,,facade,fellstinger,flail,,gigaimpact,gunkshot,,,harden,haze,,hex,,hydropump,icebeam,icywind,liquidation,,minimize,mudshot,,,,pinmissile,poisonjab,poisonsting,poisontail,protect,raindance,rest,,,reversal,,,,,scaryface,,selfdestruct,shadowball,,,sleeptalk,sludgebomb,,,spikes,spitup,,stockpile,substitute,supersonic,surf,,swift,swordsdance,tackle,takedown,taunt,terablast,,thunderwave,toxic,toxicspikes,,venoshock,waterfall,watergun,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwilfishhisui ,acidspray,acupressure,agility,aquajet,aquatail,astonish,barbbarrage,bite,blizzard,brine,bubblebeam,chillingwater,crunch,darkpulse,destinybond,endure,facade,fellstinger,flail,gigaimpact,gunkshot,harden,haze,hex,hydropump,icebeam,icywind,liquidation,minimize,mudshot,pinmissile,poisonjab,poisonsting,poisontail,protect,raindance,rest,reversal,scaryface,selfdestruct,shadowball,sleeptalk,sludgebomb,spikes,spitup,stockpile,substitute,supersonic,surf,swift,swordsdance,tackle,takedown,taunt,terablast,toxic,toxicspikes,venoshock,waterfall,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
